fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;quality-binned;type-red;type-white
7.0;0.21;0.28;7.5;0.07;45.0;185.0;0.9592099944176019;3.34;0.55;0.6308724832214765;5;Medium;False;True
6.7;0.26;0.26;4.0;0.079;35.5;216.0;0.9582475119829064;3.31;0.68;0.6375838926174496;5;Medium;False;True
6.7;0.26;0.26;4.1;0.073;36.0;202.0;0.9582475119829064;3.3;0.67;0.6375838926174496;5;Medium;False;True
8.1;0.26;0.37;1.9;0.072;48.0;159.0;0.9575737742786194;3.37;0.7;0.7315436241610739;6;Medium;False;True
8.3;0.22;0.38;14.8;0.054;32.0;126.0;0.9626749311825059;3.22;0.5;0.6510067114093959;5;Medium;False;True
6.4;0.3;0.51;5.5;0.048;62.0;172.0;0.9569000365743324;3.08;0.45;0.610738255033557;6;Medium;False;True
7.5;0.19;0.34;2.6;0.037;33.0;125.0;0.9550713199484109;3.1;0.49;0.7449664429530201;7;High;False;True
8.8;0.33;0.44;6.35;0.024;9.0;87.0;0.9544938304875936;2.96;0.4;0.8456375838926175;7;High;False;True
6.9;0.2;0.36;1.5;0.031;38.0;147.0;0.9558413058961673;3.35;0.56;0.7382550335570469;6;Medium;False;True
8.0;0.37;0.32;1.6;0.04;32.0;166.0;0.9547825752180022;3.0;0.55;0.7583892617449665;7;High;False;True
8.2;0.29;0.33;9.1;0.036;28.0;118.0;0.9579587672524976;2.96;0.4;0.7315436241610739;7;High;False;True
7.7;0.34;0.3;8.0;0.048;25.0;192.0;0.9577662707655585;2.97;0.47;0.7315436241610739;5;Medium;False;True
6.2;0.55;0.45;12.0;0.049;27.0;186.0;0.9599799803653583;3.17;0.5;0.6241610738255033;6;Medium;False;True
6.4;0.4;0.19;3.2;0.033;28.0;124.0;0.9532426033224893;3.22;0.54;0.8523489932885905;7;High;False;True
7.5;0.28;0.33;7.7;0.048;42.0;180.0;0.9599799803653583;3.37;0.59;0.6778523489932885;6;Medium;False;True
7.8;0.26;0.44;1.3;0.037;43.0;132.0;0.9570925330612716;3.18;0.65;0.6711409395973155;5;Medium;False;True
6.5;0.26;0.34;16.3;0.051;56.0;197.0;0.962867427669445;3.49;0.42;0.6577181208053692;5;Medium;False;True
6.3;0.34;0.29;6.2;0.046;29.0;227.0;0.9578625190090281;3.29;0.53;0.6778523489932885;6;Medium;False;True
6.8;0.15;0.33;4.7;0.059;31.0;118.0;0.9582475119829064;3.43;0.39;0.6040268456375839;7;High;False;True
6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.957670022522089;3.28;0.38;0.6308724832214765;6;Medium;False;True
7.4;0.2;0.37;16.95;0.048;43.0;190.0;0.9620011934782191;3.03;0.42;0.6174496644295301;6;Medium;False;True
6.3;0.23;0.21;5.1;0.035;29.0;142.0;0.9569000365743324;3.36;0.33;0.6778523489932885;7;High;False;True
7.3;0.31;0.69;10.2;0.041;58.0;160.0;0.960268725095767;3.06;0.45;0.5771812080536912;5;Medium;False;True
5.2;0.24;0.45;3.8;0.027;21.0;128.0;0.9547825752180022;3.55;0.49;0.7516778523489932;8;High;False;True
7.0;0.24;0.32;1.3;0.037;39.0;123.0;0.9547825752180022;3.17;0.42;0.7516778523489932;8;High;False;True
7.0;0.17;0.33;4.0;0.034;17.0;127.0;0.956130050626576;3.19;0.39;0.7114093959731543;7;High;False;True
8.3;0.21;0.58;17.1;0.049;62.0;213.0;0.9630599241563841;3.01;0.51;0.6241610738255033;6;Medium;False;True
7.2;0.21;0.35;14.5;0.048;35.0;178.0;0.9607499663131147;3.05;0.47;0.5973154362416108;6;Medium;False;True
7.1;0.21;0.4;1.2;0.069;24.0;156.0;0.9555525611657587;3.42;0.43;0.7114093959731543;6;Medium;False;True
8.4;0.17;0.31;6.7;0.038;29.0;132.0;0.9571887813047413;3.1;0.32;0.7114093959731543;7;High;False;True
7.4;0.24;0.31;8.4;0.045;52.0;183.0;0.9589212496871932;3.09;0.32;0.5906040268456376;5;Medium;False;True
5.3;0.24;0.33;1.3;0.033;25.0;97.0;0.9534350998094285;3.59;0.38;0.7382550335570469;8;High;False;True
6.5;0.28;0.26;8.8;0.04;44.0;139.0;0.9582475119829064;3.32;0.37;0.6845637583892616;6;Medium;False;True
6.5;0.29;0.25;10.6;0.039;32.0;120.0;0.9588250014437236;3.31;0.34;0.6778523489932885;6;Medium;False;True
5.8;0.29;0.21;2.6;0.025;12.0;120.0;0.9522801208877937;3.39;0.79;0.9395973154362416;7;High;False;True
6.3;0.17;0.42;2.8;0.028;45.0;107.0;0.9536275962963676;3.27;0.43;0.7919463087248323;6;Medium;False;True
6.3;0.16;0.4;1.6;0.033;59.0;148.0;0.9542050857571849;3.44;0.53;0.7651006711409396;5;Medium;False;True
7.9;0.29;0.39;6.7;0.036;6.0;117.0;0.9565150436004543;3.12;0.42;0.7181208053691275;5;Medium;False;True
5.5;0.32;0.45;4.9;0.028;25.0;191.0;0.9549750717049413;3.51;0.49;0.7718120805369127;7;High;False;True
7.2;0.37;0.15;2.0;0.029;27.0;87.0;0.9531463550790198;3.3;0.59;0.8456375838926175;7;High;False;True
6.1;0.29;0.27;1.7;0.024;13.0;76.0;0.9521838726443241;3.21;0.51;0.8456375838926175;7;High;False;True
9.2;0.22;0.4;2.4;0.054;18.0;151.0;0.9578625190090281;3.04;0.46;0.6241610738255033;4;Low;False;True
8.0;0.18;0.37;1.3;0.04;15.0;96.0;0.9540125892702458;3.06;0.61;0.8120805369127516;6;Medium;False;True
6.5;0.22;0.34;12.0;0.053;55.0;177.0;0.9608462145565843;3.52;0.44;0.6644295302013423;6;Medium;False;True
7.4;0.18;0.4;1.6;0.047;22.0;102.0;0.9564187953569847;3.28;0.44;0.7181208053691275;5;Medium;False;True
6.5;0.52;0.17;1.4;0.047;5.0;26.0;0.9559375541396369;3.26;0.32;0.6711409395973155;4;Low;False;True
7.0;0.15;0.38;2.2;0.047;33.0;96.0;0.9555525611657587;3.13;0.39;0.697986577181208;8;High;False;True
5.9;0.415;0.13;1.4;0.04;11.0;64.0;0.9549750717049413;3.29;0.52;0.7046979865771812;5;Medium;False;True
8.1;0.45;0.34;8.3;0.037;33.0;216.0;0.9601724768522975;3.31;0.64;0.6510067114093959;5;Medium;False;True
5.8;0.415;0.13;1.4;0.04;11.0;64.0;0.9549750717049413;3.29;0.52;0.7046979865771812;5;Medium;False;True
6.4;0.5;0.16;12.9;0.042;26.0;138.0;0.9599799803653583;3.28;0.33;0.6040268456375839;5;Medium;False;True
6.7;0.105;0.32;12.4;0.051;34.0;106.0;0.9605574698261756;3.54;0.45;0.6174496644295301;6;Medium;False;True
6.0;0.4;0.3;1.6;0.047;30.0;117.0;0.9558413058961673;3.17;0.48;0.6778523489932885;6;Medium;False;True
6.6;0.25;0.39;1.45;0.04;40.0;89.0;0.9539163410267762;3.35;0.4;0.7651006711409396;7;High;False;True
9.8;0.36;0.45;1.6;0.042;11.0;124.0;0.9570925330612716;2.93;0.46;0.7248322147651007;5;Medium;False;True
9.6;0.23;0.4;1.5;0.044;19.0;135.0;0.9564187953569847;2.96;0.49;0.7315436241610739;5;Medium;False;True
6.3;0.55;0.45;13.0;0.047;33.0;182.0;0.9599799803653583;3.2;0.46;0.6174496644295301;6;Medium;False;True
6.5;0.115;0.29;1.95;0.038;73.0;166.0;0.9518951279139155;3.12;0.25;0.8657718120805369;7;High;False;True
6.4;0.125;0.29;5.85;0.042;24.0;99.0;0.9547825752180022;3.23;0.32;0.8053691275167785;7;High;False;True
5.7;0.1;0.27;1.3;0.047;21.0;100.0;0.9555525611657587;3.27;0.46;0.6375838926174496;5;Medium;False;True
7.9;0.25;0.29;5.3;0.031;33.0;117.0;0.9545900787310632;3.06;0.32;0.7919463087248323;7;High;False;True
6.9;0.2;0.28;1.2;0.048;36.0;159.0;0.9563225471135152;3.19;0.43;0.610738255033557;6;Medium;False;True
6.9;0.23;0.34;4.0;0.047;24.0;128.0;0.9570925330612716;3.2;0.52;0.6510067114093959;6;Medium;False;True
6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9613274557739321;3.17;0.54;0.610738255033557;5;Medium;False;True
8.7;0.22;0.42;2.3;0.053;27.0;114.0;0.9567075400873933;2.99;0.43;0.6711409395973155;5;Medium;False;True
7.4;0.41;0.34;4.7;0.042;19.0;127.0;0.9579587672524976;3.25;0.42;0.697986577181208;5;Medium;False;True
6.7;0.25;0.34;12.85;0.048;30.0;161.0;0.961134959286993;3.44;0.47;0.6375838926174496;6;Medium;False;True
6.0;0.26;0.42;5.2;0.027;70.0;178.0;0.9542050857571849;3.4;0.4;0.825503355704698;8;High;False;True
6.1;0.31;0.37;8.4;0.031;70.0;170.0;0.956130050626576;3.42;0.4;0.785234899328859;8;High;False;True
9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.9586325049567845;3.14;0.58;0.6375838926174496;5;Medium;False;True
9.0;0.31;0.49;6.9;0.034;26.0;91.0;0.9564187953569847;2.99;0.34;0.7718120805369127;5;Medium;False;True
8.5;0.16;0.33;1.0;0.076;17.0;57.0;0.9548788234614718;3.14;0.46;0.7114093959731543;6;Medium;False;True
9.3;0.34;0.49;7.3;0.052;30.0;146.0;0.9605574698261756;3.17;0.61;0.6845637583892616;5;Medium;False;True
7.2;0.24;0.3;1.6;0.048;27.0;131.0;0.9560338023831064;3.25;0.45;0.7046979865771812;5;Medium;False;True
7.2;0.25;0.32;1.5;0.047;27.0;132.0;0.9560338023831064;3.26;0.44;0.7046979865771812;5;Medium;False;True
6.8;0.32;0.18;7.5;0.041;71.0;223.0;0.958536256713315;3.14;0.41;0.5973154362416108;5;Medium;False;True
9.1;0.27;0.32;1.1;0.031;15.0;151.0;0.9563225471135152;3.03;0.41;0.7114093959731543;5;Medium;False;True
8.9;0.34;0.32;1.3;0.041;12.0;188.0;0.9579587672524976;3.17;0.49;0.6375838926174496;5;Medium;False;True
7.0;0.17;0.37;5.7;0.025;29.0;111.0;0.9565150436004543;3.2;0.49;0.7248322147651007;6;Medium;False;True
6.7;0.25;0.23;7.2;0.038;61.0;220.0;0.9578625190090281;3.14;0.35;0.6375838926174496;5;Medium;False;True
6.9;0.32;0.17;7.6;0.042;69.0;219.0;0.958536256713315;3.13;0.4;0.5973154362416108;5;Medium;False;True
6.1;0.6;0.0;1.3;0.042;24.0;79.0;0.9564187953569847;3.31;0.38;0.6308724832214765;4;Low;False;True
5.3;0.395;0.07;1.3;0.035;26.0;102.0;0.9547825752180022;3.5;0.35;0.7114093959731543;6;Medium;False;True
7.9;0.16;0.3;4.8;0.037;37.0;171.0;0.9593062426610715;3.47;0.44;0.6040268456375839;4;Low;False;True
7.6;0.33;0.36;2.1;0.034;26.0;172.0;0.9570925330612716;3.42;0.48;0.7046979865771812;4;Low;False;True
7.8;0.3;0.29;16.85;0.054;23.0;135.0;0.9622899382086277;3.16;0.38;0.6040268456375839;6;Medium;False;True
5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9569000365743324;3.27;0.38;0.6308724832214765;6;Medium;False;True
7.5;0.14;0.34;1.3;0.055;50.0;153.0;0.9571887813047413;3.29;0.8;0.6442953020134228;6;Medium;False;True
6.6;0.25;0.41;7.4;0.043;29.0;151.0;0.9572850295482108;3.15;0.6;0.6845637583892616;7;High;False;True
8.2;0.23;0.49;0.9;0.057;15.0;73.0;0.9555525611657587;3.07;0.38;0.697986577181208;6;Medium;False;True
6.0;0.24;0.32;6.3;0.03;34.0;129.0;0.9572850295482108;3.52;0.41;0.697986577181208;5;Medium;False;True
6.1;0.45;0.27;0.8;0.039;13.0;82.0;0.9554563129222892;3.23;0.32;0.6375838926174496;5;Medium;False;True
7.4;0.23;0.43;1.4;0.044;22.0;113.0;0.9565150436004543;3.22;0.62;0.7114093959731543;6;Medium;False;True
7.2;0.2;0.38;1.0;0.037;21.0;74.0;0.9545900787310632;3.21;0.37;0.7382550335570469;5;Medium;False;True
7.7;0.25;0.43;4.5;0.062;20.0;115.0;0.9592099944176019;3.38;0.5;0.6644295302013423;6;Medium;False;True
8.2;0.61;0.45;5.4;0.03;15.0;118.0;0.9580550154959672;3.14;0.34;0.6442953020134228;5;Medium;False;True
7.6;0.21;0.44;1.9;0.036;10.0;119.0;0.9541088375137153;3.01;0.7;0.8590604026845637;6;Medium;False;True
7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9558413058961673;3.42;0.55;0.7651006711409396;5;Medium;False;True
7.2;0.26;0.26;12.7;0.036;49.0;214.0;0.961134959286993;3.41;0.5;0.6711409395973155;6;Medium;False;True
6.4;0.25;0.41;8.6;0.042;57.0;173.0;0.9591137461741324;3.0;0.44;0.610738255033557;5;Medium;False;True
6.3;0.32;0.35;11.1;0.039;29.0;198.0;0.9609424628000538;3.36;0.5;0.6308724832214765;7;High;False;True
6.8;0.25;0.29;2.0;0.042;19.0;189.0;0.9578625190090281;3.46;0.54;0.6845637583892616;6;Medium;False;True
9.8;0.44;0.4;2.8;0.036;35.0;167.0;0.9582475119829064;2.97;0.39;0.6174496644295301;5;Medium;False;True
7.2;0.2;0.25;4.5;0.044;31.0;109.0;0.9575737742786194;3.23;0.36;0.6308724832214765;5;Medium;False;True
7.5;0.42;0.45;9.1;0.029;20.0;125.0;0.9586325049567845;3.12;0.36;0.6778523489932885;6;Medium;False;True
6.4;0.26;0.3;2.2;0.025;33.0;134.0;0.9547825752180022;3.21;0.47;0.7114093959731543;6;Medium;False;True
7.9;0.46;0.32;4.1;0.033;40.0;138.0;0.9540125892702458;3.18;0.44;0.8590604026845637;7;High;False;True
6.5;0.41;0.64;11.8;0.065;65.0;225.0;0.9603649733392365;3.12;0.51;0.5973154362416108;5;Medium;False;True
7.5;0.32;0.37;1.2;0.048;22.0;184.0;0.9565150436004543;3.09;0.43;0.6241610738255033;5;Medium;False;True
6.6;0.21;0.38;2.2;0.026;40.0;104.0;0.9542050857571849;3.25;0.4;0.7449664429530201;8;High;False;True
7.1;0.21;0.3;1.4;0.037;45.0;143.0;0.9559375541396369;3.13;0.33;0.6644295302013423;6;Medium;False;True
7.6;0.26;0.47;1.6;0.068;5.0;55.0;0.9570925330612716;3.1;0.45;0.6442953020134228;5;Medium;False;True
6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9574775260351499;3.16;0.72;0.7181208053691275;7;High;False;True
7.1;0.26;0.32;14.45;0.074;29.0;107.0;0.9605574698261756;2.96;0.42;0.6174496644295301;6;Medium;False;True
7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9622899382086277;3.36;0.41;0.610738255033557;7;High;False;True
6.2;0.37;0.22;8.3;0.025;36.0;216.0;0.9590174979306627;3.33;0.6;0.6442953020134228;6;Medium;False;True
7.9;0.22;0.45;14.2;0.038;53.0;141.0;0.9617124487478104;3.03;0.46;0.6174496644295301;6;Medium;False;True
7.4;0.25;0.37;6.9;0.02;14.0;93.0;0.9566112918439238;3.0;0.48;0.7181208053691275;7;High;False;True
6.8;0.18;0.37;1.5;0.027;37.0;93.0;0.9547825752180022;3.3;0.45;0.7248322147651007;6;Medium;False;True
7.0;0.17;0.37;1.5;0.028;26.0;75.0;0.9549750717049413;3.3;0.46;0.7248322147651007;7;High;False;True
6.4;0.3;0.38;7.8;0.046;35.0;192.0;0.9581512637394368;3.1;0.37;0.6040268456375839;5;Medium;False;True
5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9544938304875936;3.48;0.44;0.7181208053691275;6;Medium;False;True
8.9;0.33;0.32;1.5;0.047;11.0;200.0;0.9580550154959672;3.19;0.46;0.6308724832214765;5;Medium;False;True
7.0;0.26;0.46;15.55;0.037;61.0;171.0;0.961134959286993;2.94;0.35;0.5906040268456376;6;Medium;False;True
6.3;0.21;0.4;1.7;0.031;48.0;134.0;0.9544938304875936;3.42;0.49;0.7718120805369127;6;Medium;False;True
8.0;0.23;0.46;1.5;0.03;30.0;125.0;0.9535313480528981;3.23;0.47;0.8389261744966443;6;Medium;False;True
9.2;0.28;0.41;1.0;0.042;14.0;59.0;0.9549750717049413;2.96;0.25;0.7046979865771812;6;Medium;False;True
7.3;0.27;0.39;6.7;0.064;28.0;188.0;0.9584400084698455;3.29;0.3;0.6510067114093959;5;Medium;False;True
7.6;0.32;0.36;1.6;0.04;32.0;155.0;0.9557450576526978;3.23;0.52;0.7583892617449665;6;Medium;False;True
9.7;0.24;0.45;1.2;0.033;11.0;59.0;0.9553600646788196;2.74;0.47;0.7248322147651007;6;Medium;False;True
8.0;0.28;0.42;7.1;0.045;41.0;169.0;0.958536256713315;3.17;0.43;0.7114093959731543;5;Medium;False;True
8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9534350998094285;3.04;0.32;0.785234899328859;8;High;False;True
8.0;0.61;0.38;12.1;0.301;24.0;220.0;0.9618086969912799;2.94;0.48;0.6174496644295301;5;Medium;False;True
7.2;0.26;0.44;7.1;0.027;25.0;126.0;0.9557450576526978;3.02;0.34;0.7449664429530201;8;High;False;True
6.4;0.23;0.33;1.15;0.044;15.5;217.5;0.9547825752180022;3.33;0.44;0.7382550335570469;6;Medium;False;True
5.9;0.4;0.32;6.0;0.034;50.0;127.0;0.9547825752180022;3.51;0.58;0.8389261744966443;7;High;False;True
7.6;0.28;0.39;1.2;0.038;21.0;115.0;0.9567075400873933;3.16;0.67;0.6711409395973155;6;Medium;False;True
7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9536275962963676;3.26;0.54;0.825503355704698;7;High;False;True
6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9530501068355502;3.14;0.53;0.8523489932885905;6;Medium;False;True
6.9;0.18;0.38;6.5;0.039;20.0;110.0;0.9569962848178021;3.1;0.42;0.7046979865771812;5;Medium;False;True
9.4;0.26;0.53;1.2;0.047;25.0;109.0;0.9548788234614718;3.23;0.28;0.8389261744966443;6;Medium;False;True
8.3;0.33;0.42;1.15;0.033;18.0;96.0;0.9539163410267762;3.2;0.32;0.8322147651006712;3;Low;False;True
7.3;0.29;0.3;13.0;0.043;46.0;238.0;0.961134959286993;3.06;0.41;0.5838926174496644;6;Medium;False;True
7.9;0.41;0.37;4.5;0.03;40.0;114.0;0.9547825752180022;3.17;0.54;0.8322147651006712;7;High;False;True
7.9;0.44;0.37;5.85;0.033;27.0;93.0;0.9547825752180022;3.16;0.54;0.8456375838926175;7;High;False;True
7.7;0.39;0.3;5.2;0.037;29.0;131.0;0.9569962848178021;3.38;0.44;0.7382550335570469;6;Medium;False;True
7.7;0.26;0.31;1.3;0.043;47.0;155.0;0.9564187953569847;3.42;0.5;0.6778523489932885;6;Medium;False;True
7.8;0.32;0.31;1.7;0.036;46.0;195.0;0.9557450576526978;3.03;0.48;0.7046979865771812;5;Medium;False;True
7.3;0.24;0.39;3.6;0.024;35.0;116.0;0.9555525611657587;3.17;0.51;0.7315436241610739;5;Medium;False;True
7.1;0.44;0.37;2.7;0.041;35.0;128.0;0.9524726173747329;3.07;0.43;0.9060402684563759;7;High;False;True
10.3;0.25;0.48;2.2;0.042;28.0;164.0;0.9605574698261756;3.19;0.59;0.6510067114093959;5;Medium;False;True
7.9;0.14;0.28;1.8;0.041;44.0;178.0;0.9580550154959672;3.45;0.43;0.6174496644295301;6;Medium;False;True
7.4;0.18;0.42;2.1;0.036;33.0;187.0;0.9565150436004543;3.4;0.41;0.7114093959731543;7;High;False;True
8.1;0.43;0.42;6.6;0.033;36.0;141.0;0.9545900787310632;2.98;0.39;0.8926174496644296;7;High;False;True
6.4;0.26;0.22;5.1;0.037;23.0;131.0;0.9570925330612716;3.29;0.32;0.6778523489932885;5;Medium;False;True
8.0;0.66;0.72;17.55;0.042;62.0;233.0;0.9623861864520973;2.92;0.68;0.6308724832214765;4;Low;False;True
8.0;0.2;0.4;5.2;0.055;41.0;167.0;0.9579587672524976;3.18;0.4;0.7114093959731543;7;High;False;True
7.2;0.21;0.34;1.1;0.046;25.0;80.0;0.9547825752180022;3.25;0.4;0.7583892617449665;6;Medium;False;True
7.2;0.18;0.31;1.1;0.045;20.0;73.0;0.9552638164353501;3.32;0.4;0.7248322147651007;7;High;False;True
8.4;0.57;0.44;10.7;0.051;46.0;195.0;0.9606537180696452;3.15;0.51;0.697986577181208;5;Medium;False;True
5.3;0.26;0.23;5.15;0.034;48.0;160.0;0.9578625190090281;3.82;0.51;0.7046979865771812;7;High;False;True
5.7;0.245;0.33;1.1;0.049;28.0;150.0;0.9554563129222892;3.13;0.42;0.6241610738255033;5;Medium;False;True
5.6;0.245;0.32;1.1;0.047;24.0;152.0;0.9554563129222892;3.12;0.42;0.6241610738255033;6;Medium;False;True
7.3;0.25;0.41;1.8;0.037;52.0;165.0;0.9539163410267762;3.29;0.39;0.8187919463087248;7;High;False;True
7.0;0.16;0.73;1.0;0.138;58.0;150.0;0.9563225471135152;3.08;0.3;0.6174496644295301;5;Medium;False;True
6.4;0.22;0.34;1.8;0.057;29.0;104.0;0.958536256713315;3.81;0.57;0.6912751677852349;6;Medium;False;True
7.3;0.18;0.65;1.4;0.046;28.0;157.0;0.9572850295482108;3.33;0.62;0.6308724832214765;6;Medium;False;True
6.4;0.17;0.27;6.7;0.036;88.0;223.0;0.9574775260351499;3.28;0.35;0.6845637583892616;6;Medium;False;True
6.9;0.29;0.16;6.8;0.034;65.0;212.0;0.9581512637394368;3.08;0.39;0.6040268456375839;6;Medium;False;True
6.2;0.21;0.38;6.8;0.036;64.0;245.0;0.9577662707655585;3.06;0.36;0.6241610738255033;6;Medium;False;True
6.4;0.23;0.3;7.1;0.037;63.0;236.0;0.9578625190090281;3.06;0.34;0.6174496644295301;6;Medium;False;True
7.3;0.19;0.68;1.5;0.05;31.0;156.0;0.9572850295482108;3.32;0.64;0.6308724832214765;6;Medium;False;True
9.6;0.29;0.46;1.45;0.039;77.5;223.0;0.9570925330612716;2.92;0.46;0.6375838926174496;6;Medium;False;True
7.2;0.14;0.35;1.2;0.036;15.0;73.0;0.9565150436004543;3.46;0.39;0.6644295302013423;5;Medium;False;True
6.9;0.31;0.34;7.4;0.059;36.0;174.0;0.9589212496871932;3.46;0.62;0.7449664429530201;7;High;False;True
7.5;0.28;0.34;4.2;0.028;36.0;116.0;0.9538200927833067;2.99;0.41;0.825503355704698;8;High;False;True
8.0;0.22;0.42;14.6;0.044;45.0;163.0;0.9627711794259755;3.21;0.69;0.5771812080536912;7;High;False;True
7.6;0.31;0.29;10.5;0.04;21.0;145.0;0.9592099944176019;3.04;0.35;0.6308724832214765;5;Medium;False;True
8.4;0.35;0.56;13.8;0.048;55.0;190.0;0.9618086969912799;3.07;0.58;0.6308724832214765;6;Medium;False;True
8.1;0.5;0.47;1.1;0.037;23.0;126.0;0.9565150436004543;3.21;0.42;0.7315436241610739;5;Medium;False;True
7.0;0.39;0.31;5.3;0.169;32.0;162.0;0.9591137461741324;3.2;0.48;0.6308724832214765;5;Medium;False;True
6.2;0.22;0.27;1.5;0.064;20.0;132.0;0.9565150436004543;3.22;0.46;0.6174496644295301;6;Medium;False;True
7.0;0.24;0.36;4.9;0.083;10.0;133.0;0.9569000365743324;3.33;0.37;0.7248322147651007;6;Medium;False;True
6.6;0.27;0.3;1.9;0.025;14.0;153.0;0.9555525611657587;3.29;0.62;0.7046979865771812;6;Medium;False;True
7.8;0.16;0.41;1.7;0.026;29.0;140.0;0.9538200927833067;3.02;0.78;0.8389261744966443;6;Medium;False;True
7.7;0.27;0.34;1.8;0.028;26.0;168.0;0.9539163410267762;2.99;0.48;0.8120805369127516;7;High;False;True
7.4;0.31;0.74;10.7;0.039;51.0;147.0;0.960268725095767;3.02;0.43;0.5838926174496644;5;Medium;False;True
8.0;0.45;0.36;8.8;0.026;50.0;151.0;0.9554563129222892;3.07;0.25;0.8523489932885905;8;High;False;True
6.6;0.16;0.29;1.8;0.05;40.0;147.0;0.9540125892702458;3.06;0.44;0.7651006711409396;7;High;False;True
8.3;0.21;0.4;1.6;0.032;35.0;110.0;0.9535313480528981;3.02;0.6;0.8657718120805369;7;High;False;True
7.2;0.32;0.33;1.4;0.029;29.0;109.0;0.9530501068355502;3.15;0.51;0.8590604026845637;7;High;False;True
6.6;0.16;0.3;1.6;0.034;15.0;78.0;0.9547825752180022;3.38;0.44;0.7516778523489932;6;Medium;False;True
8.4;0.16;0.33;1.5;0.033;16.0;98.0;0.9567075400873933;3.14;0.42;0.6510067114093959;6;Medium;False;True
7.5;0.23;0.32;9.2;0.038;54.0;191.0;0.9592099944176019;3.04;0.56;0.6510067114093959;6;Medium;False;True
6.2;0.17;0.3;1.1;0.037;14.0;79.0;0.9557450576526978;3.5;0.54;0.6912751677852349;6;Medium;False;True
6.9;0.39;0.22;4.3;0.03;10.0;102.0;0.9557450576526978;3.0;0.87;0.7785234899328859;4;Low;False;True
6.9;0.41;0.22;4.2;0.031;10.0;102.0;0.9557450576526978;3.0;0.86;0.7785234899328859;4;Low;False;True
7.5;0.38;0.33;5.0;0.045;30.0;131.0;0.9569000365743324;3.32;0.44;0.7315436241610739;6;Medium;False;True
7.3;0.42;0.38;6.8;0.045;29.0;122.0;0.9552638164353501;3.19;0.37;0.8456375838926175;7;High;False;True
7.3;0.34;0.39;5.2;0.04;45.0;163.0;0.9552638164353501;3.3;0.47;0.8322147651006712;6;Medium;False;True
7.8;0.23;0.28;4.75;0.042;45.0;166.0;0.9555525611657587;2.96;0.4;0.7718120805369127;5;Medium;False;True
9.0;0.245;0.38;5.9;0.045;52.0;159.0;0.957670022522089;2.93;0.35;0.6845637583892616;6;Medium;False;True
6.9;0.2;0.4;7.7;0.032;51.0;176.0;0.9566112918439238;3.22;0.27;0.7651006711409396;5;Medium;False;True
7.4;0.19;0.42;6.4;0.067;39.0;212.0;0.9584400084698455;3.3;0.33;0.6442953020134228;6;Medium;False;True
8.2;0.2;0.36;8.1;0.035;60.0;163.0;0.9578625190090281;3.05;0.3;0.6912751677852349;6;Medium;False;True
8.0;0.59;0.71;17.35;0.038;61.0;228.0;0.9624824346955668;2.95;0.75;0.6241610738255033;5;Medium;False;True
7.9;0.14;0.45;1.8;0.05;17.0;114.0;0.9574775260351499;3.33;0.49;0.7181208053691275;7;High;False;True
6.8;0.24;0.4;1.8;0.047;34.0;105.0;0.9528576103486112;3.13;0.49;0.8590604026845637;8;High;False;True
9.7;0.14;0.59;1.5;0.049;23.0;142.0;0.9584400084698455;2.98;0.62;0.6375838926174496;5;Medium;False;True
9.2;0.15;0.68;1.6;0.046;22.0;130.0;0.9574775260351499;3.02;0.45;0.697986577181208;6;Medium;False;True
9.4;0.17;0.55;1.6;0.049;14.0;94.0;0.9575737742786194;3.02;0.61;0.6912751677852349;6;Medium;False;True
5.2;0.365;0.08;13.5;0.041;37.0;142.0;0.9595949873914801;3.46;0.39;0.6644295302013423;6;Medium;False;True
6.3;0.23;0.22;3.75;0.039;37.0;116.0;0.9554563129222892;3.23;0.5;0.7181208053691275;6;Medium;False;True
9.6;0.25;0.54;1.3;0.04;16.0;160.0;0.9565150436004543;2.94;0.43;0.7046979865771812;5;Medium;False;True
9.2;0.32;0.42;1.3;0.046;14.0;186.0;0.9575737742786194;3.08;0.48;0.6442953020134228;5;Medium;False;True
6.4;0.31;0.4;6.2;0.04;46.0;169.0;0.9579587672524976;3.15;0.46;0.6241610738255033;6;Medium;False;True
8.1;0.2;0.36;9.7;0.044;63.0;162.0;0.9595949873914801;3.1;0.46;0.6711409395973155;6;Medium;False;True
7.9;0.255;0.26;2.0;0.026;40.0;190.0;0.9559375541396369;3.04;0.39;0.7516778523489932;6;Medium;False;True
7.0;0.15;0.34;1.4;0.039;21.0;177.0;0.9554563129222892;3.32;0.62;0.7248322147651007;5;Medium;False;True
